,res_id,name,url,address,city,locality,cuisines,timings,average_cost_for_one,highlights,aggregate_rating,votes,scope
149,18700290,City Dabha & Family Restaurant,https://www.zomato.com/lucknow/city-dabha-family-restaurant-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Pitambara Guest House, Aliganj, Lucknow",Lucknow,Aliganj,North Indian,10 AM to 11 PM,50,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Cash', 'Lunch', 'Indoor Seating']",3.8,191,3.835406613
150,18158405,Shukla Chaat House,https://www.zomato.com/lucknow/shukla-chaat-house-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11 Shahnajaf Road church building, Hazratganj, Lucknow, Uttar Pradesh ",Lucknow,Hazratganj,Street Food,4 PM to 10:30 PM,50,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg']",4.1,224,4.039207791
151,800021,Jain Chat,https://www.zomato.com/lucknow/jain-chat-lalbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lalbagh Chowk, Lalbagh, Lucknow",Lucknow,Lalbagh,Street Food,5 PM to 9 PM (Mon-Sun),50,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'No Seating Available', 'Pure Veg']",4.3,173,4.154590932
152,18783473,Azad Dairy & Sweets,https://www.zomato.com/lucknow/azad-dairy-sweets-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"551 KA/340 GHA, Azad Nagar, Alambagh, Lucknow",Lucknow,Alambagh,"Mithai, Fast Food",6 AM to 11 PM,50,"['No Seating Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Desserts and Bakes']",3.8,169,3.838302321
153,18796349,Ajay Khaste,https://www.zomato.com/lucknow/ajay-khaste-1-husain-ganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No. 4 Near Hotel Raj, Husain Ganj, Lucknow",Lucknow,Husain Ganj,Street Food,"8:30 AM to 7 PM (Mon-Sat), 8:30 AM to 3:30 PM (Sun)",50,"['Cash', 'Takeaway Available', 'Delivery', 'Breakfast']",3.9,127,3.901336231
154,800385,King of Chat,https://www.zomato.com/lucknow/king-of-chat-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near KD Singh Stadium, Mahatma Gandhi Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,Street Food,5 PM to 9 PM (Mon-Sun),50,"['Dinner', 'Indoor Seating', 'Pure Veg']",3.8,135,3.843843934
155,800220,Narain Veg,https://www.zomato.com/lucknow/narain-veg-charbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Gurudwara Road, Charbagh, Lucknow",Lucknow,Charbagh,North Indian,1 PM to 11:30 PM (Mon-Sun),50,"['Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Pure Veg']",3.8,130,3.844797063
156,800185,Shri Kachodi Corner,https://www.zomato.com/lucknow/shri-kachodi-corner-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kasturba Market, Chowk, Lucknow",Lucknow,Chowk,Street Food,8 AM to 11 PM (Mon-Sun),50,"['Takeaway Available', 'No Alcohol Available', 'Cash', 'Breakfast', 'Lunch', 'Indoor Seating', 'Pure Veg']",3.7,136,3.786031036
157,800503,Pandit Chat Corner,https://www.zomato.com/lucknow/pandit-chat-corner-charbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Gurudwara Road, Naka Charbagh, Lucknow",Lucknow,Charbagh,Street Food,7 AM to 10 PM (Mon-Sun),50,"['Breakfast', 'No Seating Available', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Pure Veg']",4,111,3.954044192
158,801183,Buttercup Bungalow,https://www.zomato.com/lucknow/buttercup-bungalow-sadar-bazaar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12, Mall Avenue, Near Sadar Bazaar, Lucknow",Lucknow,Sadar Bazaar,"Cafe, Bakery",11AM to 11PM (Mon-Sun),450,"['Breakfast', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Desserts and Bakes', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned']",4.5,198,4.299675585
159,18944810,Wat-A-Burger,https://www.zomato.com/lucknow/wat-a-burger-2-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/704, Vishal Khand, Near CMS School, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"American, Continental","12midnight – 3am, 11am – 12midnight (Mon-Sun)",175,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating']",4.5,127,4.23701905
160,800606,Wadhwa Bakers,https://www.zomato.com/lucknow/wadhwa-bakers-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Krishna Nagar, Kotwali, Kanpur Road, Alambagh, Lucknow",Lucknow,Alambagh,"Bakery, Fast Food",8:30 AM to 10:30 PM,200,"['Credit Card', 'No Seating Available', 'Delivery', 'No Alcohol Available', 'Debit Card', 'Cash', 'Takeaway Available', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes', 'Free Parking', 'Sodexo']",4.4,537,4.321983241
161,18595546,Eiffel Cafe,https://www.zomato.com/lucknow/eiffel-cafe-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/155D, Amar Shaheed Path, Vineet Khand 1, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Continental, Chinese, Momos",12Noon to 12Midnight (Mon-Sun),450,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Fullbar', 'Beer', 'Indoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area', 'Live Sports Screening', 'Nightlife', 'Wine', 'Live Music', 'Serves Cocktails', 'Above 18 Only', 'Digital Payments Accepted', 'DJ']",4.4,493,4.316194476
162,18639812,The Belgian Waffle Co.,https://www.zomato.com/lucknow/the-belgian-waffle-co-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/51, Patrakarpuram Crossing Road, Viram Khand 1, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Desserts, Fast Food, Beverages",10 AM to 11:30 PM,150,"['Credit Card', 'Debit Card', 'Cash', 'No Alcohol Available', 'Breakfast', 'Takeaway Available', 'Desserts and Bakes', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Free Parking']",4.4,368,4.293810522
163,18700571,Honey Buns,https://www.zomato.com/lucknow/honey-buns-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4/276, Near Central Bank, Vineet Khand 4, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Bakery, Cafe, Desserts",11 AM to 11 PM,300,"['Dinner', 'No Alcohol Available', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Table booking recommended', 'Digital Payments Accepted']",4.4,119,4.173074541
164,18718773,M&H Bakery by Madhurima,https://www.zomato.com/lucknow/m-h-bakery-by-madhurima-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Madhurima Street , Vibhuti Khand , GomtiNagar , Lucknow ",Lucknow,Gomti Nagar,"Bakery, Desserts, Fast Food",8AM to 11PM (Mon-Sun),150,"['Takeaway Available', 'Debit Card', 'Cash', 'Credit Card', 'Air Conditioned', 'Desserts and Bakes']",4.4,142,4.194641837
165,18310483,Sheroes Hangout,https://www.zomato.com/lucknow/sheroes-hangout-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Ambedkar Circle, Beside Lucknow Metro Head Office, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, North Indian, Chinese",10 AM to 11 PM,200,"['Cash', 'Breakfast', 'No Alcohol Available', 'Takeaway Available', 'Lunch', 'Dinner', 'Indoor Seating', 'Outdoor Seating', 'Table Reservation Not Required', 'Pure Veg', 'Table booking not available', 'Digital Payments Accepted']",4.4,236,4.252093227
166,18625649,Fusion Flavour,https://www.zomato.com/lucknow/fusion-flavour-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 10, Sector 9, Vikas Nagar, Aliganj, Lucknow",Lucknow,Aliganj,"North Indian, Biryani, Mughlai, Chinese",11 AM to 11 PM,375,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'City View', 'Air Conditioned', 'Private Dining Area Available']",4.3,364,4.21444682
167,800498,McDonald's,https://www.zomato.com/lucknow/mcdonalds-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Fun Republic Mall, Gomti Nagar, Lucknow",Lucknow,"Fun Republic Mall, Gomti Nagar","Burger, Fast Food",10 AM to 11 PM,250,"['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Mall Parking', 'Credit Card', 'Lunch', 'Kid Friendly', 'Indoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Air Conditioned']",4.3,471,4.230478677
168,18593034,Al - Baike - Arabecue,https://www.zomato.com/lucknow/al-baike-arabecue-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Laxmi Apartment, Oppsaite CMS, Thakurganj, Chowk, Lucknow",Lucknow,Chowk,Fast Food,11 AM to 11 PM,150,"['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",4.3,430,4.225100612
169,800010,Mr. Brown,https://www.zomato.com/lucknow/mr-brown-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Dubey Chambers, Sapru Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,"Fast Food, Desserts, Bakery",8 AM to 10 PM (Mon-Sun),200,"['Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'No Seating Available', 'Takeaway Available', 'Air Conditioned', 'Gluten Free Options', 'Desserts and Bakes']",4.3,433,4.225522185
170,800509,Net Ram Mithai,https://www.zomato.com/lucknow/net-ram-mithai-aminabad?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"44, Shri Ram Road, Aminabad, Lucknow",Lucknow,Aminabad,Desserts,7 AM to 9:30 PM (Mon-Sun),100,"['Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4.3,334,4.208533006
171,18747875,Steward Foods,https://www.zomato.com/lucknow/steward-foods-charbagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"55, Moti Nagar, Opposite Dayanand School, Charbagh, Lucknow",Lucknow,Charbagh,North Indian,8:30am – 10:45pm (Mon-Sun),100,"['Delivery', 'Debit Card', 'Cash', 'Credit Card', 'Indoor Seating']",4.3,273,4.193574596
172,18736429,Mouth Wide Shut,https://www.zomato.com/lucknow/mouth-wide-shut-jopling-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13-A Jopling Road, Lucknow",Lucknow,Jopling Road,Bakery,11AM to 11PM (Mon-Sun),300,"['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Table booking recommended', 'Digital Payments Accepted']",4.3,179,4.157718009
173,18824942,Chuck Bungalow,https://www.zomato.com/lucknow/chuck-bungalow-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Corporation Bank Building, Rail vihar tiraha , near rail vihar colony, gomtinagar , lucknow",Lucknow,Gomti Nagar,"Continental, Italian, Mexican",11 AM to 10 PM,300,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.3,154,4.143713876
174,18718776,WAFL Café,https://www.zomato.com/lucknow/wafl-café-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/186, Vivek Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Desserts, Bakery, Beverages, Fast Food, Continental",10:30 AM – 12 Midnight,150,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes']",4.3,176,4.156171465
175,800085,Ram Asrey,https://www.zomato.com/lucknow/ram-asrey-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"315/87, 88, Ban Wali Gali, Chowk, Lucknow",Lucknow,Chowk,Desserts,8:30 AM to 10 PM (Mon-Sun),175,"['Cash', 'Debit Card', 'Takeaway Available', 'Delivery', 'No Alcohol Available', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Pure Veg']",4.3,128,4.125891774
176,18698072,Al-Baike,https://www.zomato.com/lucknow/al-baike-6-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"NH Complex, Near City Cart, Opposite Krishna Motor, Balaganj Chowraha, Chowk, Lucknow",Lucknow,Chowk,"Fast Food, Mughlai",12 Noon to 12 Midnight,200,"['Credit Card', 'Dinner', 'Takeaway Available', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",4.3,155,4.144326762
177,801314,New Pindi Sweets,https://www.zomato.com/lucknow/new-pindi-sweets-aminabad?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Beside Methodist Church, Ganeshganj Marg, Aminabad, Lucknow",Lucknow,Aminabad,Desserts,9 AM to 10 PM (Mon-Sun),150,"['Takeaway Available', 'Delivery', 'Cash', 'Credit Card', 'No Seating Available', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",4.3,138,4.133207246
178,18463764,Sign In Cafe,https://www.zomato.com/lucknow/sign-in-cafe-1-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-35, Sector-H, Beli Garad Chauraha Main Road, Aliganj, Lucknow",Lucknow,Aliganj,"Biryani, Chinese, Cafe, Continental, Beverages, North Indian, Burger, Coffee",10 AM to 11:30 PM (Mon-Sun),425,"['No Alcohol Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Hookah', 'Free Wifi', 'Live Music', 'Smoking Area', 'Live Sports Screening', 'Indoor Seating', 'Wheelchair Accessible', 'Digital Payments Accepted', 'Air Conditioned', 'Wifi', 'Axis Bank - Dining Delights']",4.2,841,4.168441365
179,801084,Coffee Culture,https://www.zomato.com/lucknow/coffee-culture-1-mahanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, B 939/A, Mandir Marg, Gole Market, Mahanagar, Lucknow",Lucknow,Mahanagar,"Cafe, Italian, Mexican",10 AM to 11 PM,400,"['No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Axis Bank - Dining Delights', 'Smoking Area', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Desserts and Bakes']",4.2,704,4.163063836
180,800093,Mr. Brown,https://www.zomato.com/lucknow/mr-brown-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/55 G, Vinit Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Fast Food, Desserts, Bakery",8 AM to 10 PM (Mon-Sun),200,"['Cash', 'Breakfast', 'Delivery', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes', 'Free Parking']",4.2,527,4.152636881
181,18691644,Sadda Adda,https://www.zomato.com/lucknow/sadda-adda-2-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"LGF 96, Adarsh Complex, Engineering College Chauraha",Lucknow,Aliganj,Fast Food,10 AM to 11 PM,125,"['Takeaway Available', 'Cash', 'Dinner', 'Delivery', 'No Alcohol Available', 'Lunch', 'Digital Payments Accepted', 'Indoor Seating']",2.2,344,2.583566046
182,18474686,Rishtey Restaurant,https://www.zomato.com/lucknow/rishtey-restaurant-1-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8/10, Prayag narayan road , Baloo adda, Hazratganj, Lucknow.",Lucknow,Hazratganj,"Awadhi, Continental, Chinese",11 AM to 11 PM (Mon-Sun),250,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",2.4,546,2.632667685
183,800033,Noodle Station,https://www.zomato.com/lucknow/noodle-station-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Food Court, 3rd Floor, Fun Republic Mall, Gomti Nagar, Lucknow",Lucknow,"Fun Republic Mall, Gomti Nagar","Chinese, Momos",11 AM to 11 PM (Mon-Sun),250,"['Debit Card', 'Dinner', 'No Alcohol Available', 'Delivery', 'Mall Parking', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Outdoor Seating', 'Catering Available', 'Wheelchair Accessible', 'Digital Payments Accepted', 'Self Service', 'Air Conditioned']",2.4,100,3.151516622
184,18684794,Yappy Cafe,https://www.zomato.com/lucknow/yappy-cafe-aashiana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"M3/459, Sector H, LDA Colony, Besides Maalaxmi Medical, Aashiana, Lucknow",Lucknow,Aashiana,"Cafe, Fast Food, Beverages",12 Noon to 10:30 PM,250,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",2.4,114,3.102351983
185,18676198,Appetizers,https://www.zomato.com/lucknow/appetizers-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-6 Sector-5, Bhootnath Market, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"Mithai, Fast Food, Momos",10am – 11pm (Mon-Sun),200,"['Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes', 'Digital Payments Accepted']",2.5,273,2.876148323
186,800579,Aryan Family's Delight,https://www.zomato.com/lucknow/aryan-familys-delight-alambagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"48 C, Singar Nagar, Alambagh, Lucknow",Lucknow,Alambagh,"North Indian, Mughlai, Chinese, South Indian",10 AM to 11 PM (Mon-Sun),150,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Catering Available']",2.6,171,3.080824075
187,18687149,Brijwashi Restaurant,https://www.zomato.com/lucknow/brijwashi-restaurant-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/183, Vibhav Khand, Near HDFC Bank, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Mughlai",11 AM to 11:30 PM,150,"['No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']",2.6,237,2.986656749
188,800535,Chinese Kitchen,https://www.zomato.com/lucknow/chinese-kitchen-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Food Court, 4th Floor, Sahara Ganj Mall, Shahnajaf Road, Hazratganj, Lucknow",Lucknow,"Sahara Ganj Mall, Hazratganj","Chinese, Momos",11 AM to 11 PM (Mon-Sun),300,"['Lunch', 'Debit Card', 'Credit Card', 'Takeaway Available', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Mall Parking', 'Digital Payments Accepted', 'Outdoor Seating', 'Air Conditioned', 'Self Service']",2.7,167,3.150574249
189,18629226,Rishtey Restaurant,https://www.zomato.com/lucknow/rishtey-restaurant-hazratganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13 B/6, Madan Mohan Malviya Marg, Hazratganj, Lucknow",Lucknow,Hazratganj,"Awadhi, Continental, Chinese",11 AM to 11 PM,250,"['No Alcohol Available', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required']",2.7,132,3.218548812
190,18602526,The Knife Restaurant,https://www.zomato.com/lucknow/the-knife-restaurant-nirala-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D-80, Aliganj Main Road, Nirala Nagar, Lucknow",Lucknow,Nirala Nagar,"Chinese, Continental, Fast Food, North Indian, South Indian",10:30 AM to 10:30 PM,350,"['Cash', 'Takeaway Available', 'Dinner', 'Lunch', 'Debit Card', 'Delivery', 'Pure Veg', 'Indoor Seating']",2.7,106,3.283996721
191,18723949,Pizza Hut,https://www.zomato.com/lucknow/pizza-hut-kanpur-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot K-834, GF Ashiana, Kanpur Road, Lucknow",Lucknow,Kanpur Road,"Pizza, Fast Food, Italian",11 AM to 11 PM,350,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Table Reservation Not Required']",2.7,108,3.278381367
192,801034,Wahid Biryani,https://www.zomato.com/lucknow/wahid-biryani-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12, Lower Ground, Eldeco Complex, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Mughlai, Biryani",11 AM to 10 PM (Mon-Sun),150,"['Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'No Alcohol Available', 'Outdoor Seating', 'Free Parking', 'Indoor Seating']",2.8,232,3.132238929
193,18807580,Bhatia Matthi Wale,https://www.zomato.com/lucknow/bhatia-matthi-wale-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2/430, Vivek Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Street Food, Fast Food",8am – 11pm (Mon-Sun),125,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg']",4,264,3.973360781
