,content,sentiment
2326,the situation makes my girlfriend feel depressed,sadness
2327,the situation makes my girlfriend feel devastated,sadness
2328,the situation makes my girlfriend feel miserable,sadness
2329,the situation makes my girlfriend feel dissapointed,sadness
2330,the situation makes my girlfriend feel terrified,fear
2331,the situation makes my girlfriend feel discouraged,fear
2332,the situation makes my girlfriend feel scared,fear
2333,the situation makes my girlfriend feel anxious,fear
2334,the situation makes my girlfriend feel fearful,fear
2335,the situation makes my girlfriend feel happy,joy
2336,the situation makes my girlfriend feel ecstatic,joy
2337,the situation makes my girlfriend feel glad,joy
2338,the situation makes my girlfriend feel relieved,joy
2339,the situation makes my girlfriend feel excited,joy
2340,the situation makes my mother feel angry,anger
2341,the situation makes my mother feel furious,anger
2342,the situation makes my mother feel irritated,anger
2343,the situation makes my mother feel enraged,anger
2344,the situation makes my mother feel annoyed,anger
2345,the situation makes my mother feel sad,sadness
2346,the situation makes my mother feel depressed,sadness
2347,the situation makes my mother feel devastated,sadness
2348,the situation makes my mother feel miserable,sadness
2349,the situation makes my mother feel dissapointed,sadness
2350,the situation makes my mother feel terrified,fear
2351,the situation makes my mother feel discouraged,fear
2352,the situation makes my mother feel scared,fear
2353,the situation makes my mother feel anxious,fear
2354,the situation makes my mother feel fearful,fear
2355,the situation makes my mother feel happy,joy
2356,the situation makes my mother feel ecstatic,joy
2357,the situation makes my mother feel glad,joy
2358,the situation makes my mother feel relieved,joy
2359,the situation makes my mother feel excited,joy
2360,the situation makes my aunt feel angry,anger
2361,the situation makes my aunt feel furious,anger
2362,the situation makes my aunt feel irritated,anger
2363,the situation makes my aunt feel enraged,anger
2364,the situation makes my aunt feel annoyed,anger
2365,the situation makes my aunt feel sad,sadness
2366,the situation makes my aunt feel depressed,sadness
2367,the situation makes my aunt feel devastated,sadness
2368,the situation makes my aunt feel miserable,sadness
2369,the situation makes my aunt feel dissapointed,sadness
2370,the situation makes my aunt feel terrified,fear
2371,the situation makes my aunt feel discouraged,fear
2372,the situation makes my aunt feel scared,fear
2373,the situation makes my aunt feel anxious,fear
2374,the situation makes my aunt feel fearful,fear
2375,the situation makes my aunt feel happy,joy
2376,the situation makes my aunt feel ecstatic,joy
2377,the situation makes my aunt feel glad,joy
2378,the situation makes my aunt feel relieved,joy
2379,the situation makes my aunt feel excited,joy
2380,the situation makes my mom feel angry,anger
2381,the situation makes my mom feel furious,anger
2382,the situation makes my mom feel irritated,anger
2383,the situation makes my mom feel enraged,anger
2384,the situation makes my mom feel annoyed,anger
2385,the situation makes my mom feel sad,sadness
2386,the situation makes my mom feel depressed,sadness
2387,the situation makes my mom feel devastated,sadness
2388,the situation makes my mom feel miserable,sadness
2389,the situation makes my mom feel dissapointed,sadness
2390,the situation makes my mom feel terrified,fear
2391,the situation makes my mom feel discouraged,fear
2392,the situation makes my mom feel scared,fear
2393,the situation makes my mom feel anxious,fear
2394,the situation makes my mom feel fearful,fear
2395,the situation makes my mom feel happy,joy
2396,the situation makes my mom feel ecstatic,joy
2397,the situation makes my mom feel glad,joy
2398,the situation makes my mom feel relieved,joy
2399,the situation makes my mom feel excited,joy
2400,i made alonzo feel angry,anger
2401,i made alonzo feel furious,anger
2402,i made alonzo feel irritated,anger
2403,i made alonzo feel enraged,anger
2404,i made alonzo feel annoyed,anger
2405,i made alonzo feel sad,sadness
2406,i made alonzo feel depressed,sadness
2407,i made alonzo feel devastated,sadness
2408,i made alonzo feel miserable,sadness
2409,i made alonzo feel dissapointed,sadness
2410,i made alonzo feel terrified,fear
2411,i made alonzo feel discouraged,fear
2412,i made alonzo feel scared,fear
2413,i made alonzo feel anxious,fear
2414,i made alonzo feel fearful,fear
2415,i made alonzo feel happy,joy
2416,i made alonzo feel ecstatic,joy
2417,i made alonzo feel glad,joy
2418,i made alonzo feel relieved,joy
2419,i made alonzo feel excited,joy
2420,i made jamel feel angry,anger
2421,i made jamel feel furious,anger
2422,i made jamel feel irritated,anger
2423,i made jamel feel enraged,anger
2424,i made jamel feel annoyed,anger
2425,i made jamel feel sad,sadness
2426,i made jamel feel depressed,sadness
2427,i made jamel feel devastated,sadness
2428,i made jamel feel miserable,sadness
2429,i made jamel feel dissapointed,sadness
2430,i made jamel feel terrified,fear
2431,i made jamel feel discouraged,fear
2432,i made jamel feel scared,fear
2433,i made jamel feel anxious,fear
2434,i made jamel feel fearful,fear
2435,i made jamel feel happy,joy
2436,i made jamel feel ecstatic,joy
2437,i made jamel feel glad,joy
2438,i made jamel feel relieved,joy
2439,i made jamel feel excited,joy
2440,i made alphonse feel angry,anger
2441,i made alphonse feel furious,anger
2442,i made alphonse feel irritated,anger
2443,i made alphonse feel enraged,anger
2444,i made alphonse feel annoyed,anger
2445,i made alphonse feel sad,sadness
2446,i made alphonse feel depressed,sadness
2447,i made alphonse feel devastated,sadness
2448,i made alphonse feel miserable,sadness
2449,i made alphonse feel dissapointed,sadness
2450,i made alphonse feel terrified,fear
2451,i made alphonse feel discouraged,fear
2452,i made alphonse feel scared,fear
2453,i made alphonse feel anxious,fear
2454,i made alphonse feel fearful,fear
2455,i made alphonse feel happy,joy
2456,i made alphonse feel ecstatic,joy
2457,i made alphonse feel glad,joy
2458,i made alphonse feel relieved,joy
2459,i made alphonse feel excited,joy
2460,i made jerome feel angry,anger
2461,i made jerome feel furious,anger
2462,i made jerome feel irritated,anger
2463,i made jerome feel enraged,anger
2464,i made jerome feel annoyed,anger
2465,i made jerome feel sad,sadness
2466,i made jerome feel depressed,sadness
2467,i made jerome feel devastated,sadness
2468,i made jerome feel miserable,sadness
2469,i made jerome feel dissapointed,sadness
2470,i made jerome feel terrified,fear
2471,i made jerome feel discouraged,fear
2472,i made jerome feel scared,fear
2473,i made jerome feel anxious,fear
2474,i made jerome feel fearful,fear
2475,i made jerome feel happy,joy
2476,i made jerome feel ecstatic,joy
2477,i made jerome feel glad,joy
2478,i made jerome feel relieved,joy
2479,i made jerome feel excited,joy
2480,i made leroy feel angry,anger
2481,i made leroy feel furious,anger
2482,i made leroy feel irritated,anger
2483,i made leroy feel enraged,anger
2484,i made leroy feel annoyed,anger
2485,i made leroy feel sad,sadness
2486,i made leroy feel depressed,sadness
2487,i made leroy feel devastated,sadness
2488,i made leroy feel miserable,sadness
2489,i made leroy feel dissapointed,sadness
2490,i made leroy feel terrified,fear
2491,i made leroy feel discouraged,fear
2492,i made leroy feel scared,fear
2493,i made leroy feel anxious,fear
2494,i made leroy feel fearful,fear
2495,i made leroy feel happy,joy
2496,i made leroy feel ecstatic,joy
2497,i made leroy feel glad,joy
2498,i made leroy feel relieved,joy
2499,i made leroy feel excited,joy
2500,i made torrance feel angry,anger
2501,i made torrance feel furious,anger
2502,i made torrance feel irritated,anger
2503,i made torrance feel enraged,anger
2504,i made torrance feel annoyed,anger
2505,i made torrance feel sad,sadness
2506,i made torrance feel depressed,sadness
2507,i made torrance feel devastated,sadness
2508,i made torrance feel miserable,sadness
2509,i made torrance feel dissapointed,sadness
2510,i made torrance feel terrified,fear
2511,i made torrance feel discouraged,fear
2512,i made torrance feel scared,fear
2513,i made torrance feel anxious,fear
2514,i made torrance feel fearful,fear
2515,i made torrance feel happy,joy
2516,i made torrance feel ecstatic,joy
2517,i made torrance feel glad,joy
2518,i made torrance feel relieved,joy
2519,i made torrance feel excited,joy
2520,i made darnell feel angry,anger
2521,i made darnell feel furious,anger
2522,i made darnell feel irritated,anger
2523,i made darnell feel enraged,anger
2524,i made darnell feel annoyed,anger
2525,i made darnell feel sad,sadness
2526,i made darnell feel depressed,sadness
2527,i made darnell feel devastated,sadness
2528,i made darnell feel miserable,sadness
